path,mode,blob_sha,sha256,bytes,line_count,language,authority_domain,source_role,training_eligibility,eligibility_reason,generated_projection
docs/progress/CineWatch_TV_Engineering_Chronicle.md,100644,a5a518e42a6f989b3fe55f103d7f5242d53a13e4,d48418f000b4d80cfe10bbb80d86a583f454d7ec7d0fe24301bd91e21a6e5250,53291,276,Markdown,engineering_projection,GENERATED_PROJECTION,REFERENCE_ONLY,canonical/reference/generated artifact retained for provenance but excluded from training text,false
docs/progress/README.md,100644,0028b980464f5e6910b19962fbf62df9ed01855d,d0b6b4e7a3cd2a5444e84d95170b55c6f441f1332c05df7d05d028771bb360c8,6508,192,Markdown,engineering_projection,GENERATED_PROJECTION,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
docs/progress/activity/EVENT_SCHEMA.md,100644,e22a17f82ea7f677a351d96995efe8df94d38073,5dc274cb3f23da6d087fb3e0056909561f0337fac2b255c0f3532fc39460adb5,2371,60,Markdown,engineering_history,GENERATED_PROJECTION,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
docs/progress/activity/engineering-events.jsonl,100644,43c0471cb0bed92e5ead4acae701508d0faa42db,a61bb5b85fdf4ab4782f06aa6da1c01b4e7a281718df4353e1fadf9b70b67150,118680,151,JSONL,engineering_history,APPEND_ONLY_LEDGER,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
docs/progress/dashboard/dashboard.css,100644,4e3de1d9d81e24d6fc8eec3eeba12852cfd1e4a6,2d7a559ac56a8aaee6cae15f53c5045568b35c72a20b32043decc6dadeec2348,18002,759,CSS,engineering_projection,GENERATED_PROJECTION,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
docs/progress/dashboard/dashboard.js,100644,19d633e5572b7a9f95d297de754931f2aa885901,826038894657f170c938cf9de376ead87ebb1ef697d249c794054b89c60cbad0,11904,275,JavaScript,engineering_projection,GENERATED_PROJECTION,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
docs/progress/dashboard/index.html,100644,eb6bc61714f1afd327ba8a2e89ab7372637b9470,e56e62bd077b8413f68cbb7e6e6e4fc4507463bc29407572095ee070ccaeb6c8,4718,121,HTML,engineering_projection,GENERATED_PROJECTION,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
docs/progress/dashboard/progress-data.json,100644,aa8b631c7084fa63edb2d7ef29d8398fea94eb7e,478b862642dc58f61a99302927ef3c8dc1c74f77fb64347afeab5f8405c0e9c4,224994,5510,JSON,engineering_projection,GENERATED_PROJECTION,REFERENCE_ONLY,canonical/reference/generated artifact retained for provenance but excluded from training text,false
nexvox/engineering/DATASET_CARD.md,100644,8493a45cb94560e1fb00fa2eede663704384c36b,834d344547783b0507dd3ca49dfe9200bef64a699130656e49cf2b15e131d526,1511,37,Markdown,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/README.md,100644,41cad6461c475d3efe0ebcffcc59d78b7ee7881b,50adae67b85ba6ab84e2ddc0bd5676d37a0b08c4d5fac928d03bac58746caebd,1638,47,Markdown,repository_foundation,REPOSITORY_SOURCE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
nexvox/engineering/authority/CineWatch_NexVox_Engineering_Knowledge_Authority_001.md,100644,a7150c32b6b7259e417f4faec8abd08beff05e9d,94b8b315feef37f1d7ae4ad15b8300dfce8656009c017b9fb810c570840fbec0,5873,129,Markdown,nexvox_authority,REPOSITORY_SOURCE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
nexvox/engineering/checksums.sha256,100644,49f04e11d8dcee80ddd77cb2da89fcb12bb3d205,97513470c4d61ee674f2633ba326392e966a7fc85d106c237a32d7a3acd953c2,2696,,SHA256,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/datasets/artifacts.csv,100644,582a633e501b2c89349fa7267517d771a983f9f1,e41e243ab3ae707007ac265a1c0cac9e59c6f1b13e2233197da8d7fb43820268,13618,,CSV,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/datasets/commit-changes.csv,100644,032ca79d170074ac12e97729b58472c283340f96,ef815efc5f28f25269425dfee0f47dfe85903c055f1012b25a92b59a7c12d8cc,54249,,CSV,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/datasets/commits.csv,100644,5a248803f0e4190842a9ec9b2eba3eba0d49a241,be3496c457403617fe22fbd386f0ac1a764ba126bebdf14a4a5bdf9c8474428b,7061,,CSV,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/datasets/conversation-sources.csv,100644,2c9ff5b195015d17f928c6ca0fa9fee092b1a4d7,62566c868ae764b309c6ea03fea3c9b5e370fb7d2bc86244756b3630ca2e9bd8,3888,,CSV,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/datasets/decisions.csv,100644,96cbdccf5c2196d596cada027c43c4665240fe37,37505f8f1c9d5d18311af641cad3fb854da357b7bde1e4a1a46f2284fe4da9ab,5921,,CSV,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/datasets/dependencies.csv,100644,98e8344a74f28d36711b461e9dca6441107e5b69,80b9fe14cd1f9c4f761ef176bf5db7ddcb8d6c366fc6bf7759f56b913fa838f1,31085,,CSV,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/datasets/failure-correction-chains.csv,100644,7e1ba9b47b2f17a790c91475007cd76c4c2a7ea2,635e4583d027013df34214f547b682aaf65e501ea56fe56a0a0d2a9578dc9aa7,10019,,CSV,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/datasets/history-records.jsonl,100644,21e3a5aeec05a6d5f6bba1119600e3bada85a655,6ec94c04a4403b769105d539582b9f6bbc8510ac96ef625888a68aaed9872130,1128764,253,JSONL,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/datasets/knowledge-records.jsonl,100644,b80999f421bf42af45795c7536a9fcc87b77b5d4,d65425ca9c21adf1f9847d240b80946d0eb46270d11fd73fc0d4b32f5e1f2bb8,939571,361,JSONL,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/datasets/milestones.csv,100644,834ed95b15127bf017f1c4aee2c990519394e705,6013cd537f4f95a4b67fd964bfe7e5474f82440e45045dfe1b490696b3d4e00a,1477,,CSV,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/datasets/qualifications.csv,100644,18748963b1abed6a18b543e08974ddb703fcf209,9b1dadfbf84218e21c3d65a833d11eef7899976997b28be70d10f928ae1050f5,6750,,CSV,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/datasets/repository-file-versions.csv,100644,62851d59fb2e65e4a05a29d59e245153e144f86d,601cc2852793e893fa1cb930c505de26713ca29525b9604c099cc7f6dfe62f50,132505,,CSV,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/datasets/repository-files.csv,100644,19cee56df73e40517aecd35005dcacb4fe384f8b,d4f886f124abcbf187bf404ad924f3b5d71721ddc08410c254b57c5fc075bae1,65039,,CSV,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/datasets/source-reconciliations.csv,100644,c7f18081c0a2f85e5b1571bab11efb64bb6b8bab,73df9ebbe60e7a1eef148841d333a07e8f76298317a036fe5e4bd1320ad8c1d2,3542,,CSV,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/datasets/symbols.csv,100644,1750a0e6dd4ae809e8055dd9b082c478f1710fec,faa4d16668d7fdb47f15c66138a4894810fca71b1eb6cf5a230f7ade0496634c,25125,,CSV,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/evals/engineering-knowledge-evals.yaml,100644,b5da9a151af8f462f61db8122bd14cec0c184f61,f20144e6b7e560914c13939c9251522e3538df9bd88dbfbfa74f3106e0d02a8a,1648,35,YAML,repository_foundation,REPOSITORY_SOURCE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
nexvox/engineering/manifests/corpus-manifest.yaml,100644,018cd53bae33eeaec8f2526da5b609a6958825d5,a0b0c575d2eeddb93927ffec88e398bb591d911734fb301d6a614f17e46b344c,521,18,YAML,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/manifests/sync-state.yaml,100644,e2b5bab5da02264d634e55caac61c5dd17e5e3d3,0a77e5450a1a6e75a9abc6a33cb61c85cff4fc88c566880688a50c9b639a5728,358,9,YAML,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/narratives/architecture-decisions.md,100644,5e68b0bb086f1d26b418ae357b3bc38858c76de2,eecff0a9eaadb7858ea109e08f010740d131f45f246119df16d20424c91277a0,5587,47,Markdown,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/narratives/engineering-history.md,100644,68b43021d36b391d75b134295ef486dfe7eac7ce,7d308ed9f58f9028d4b29e0198b1b5bd0b6dc62f0dd2626446c67300634238ba,3351,57,Markdown,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/narratives/engineering-methods.md,100644,387d10f251e32d93252d1668cf024ddeee9fe1c0,210e7c8c74deef95955420320954b78d0255357b147f398cb3fb8c2739d060c6,888,15,Markdown,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/narratives/failures-corrections-lessons.md,100644,5f8cbdb1d95ff0f3baa3b1c11d083114b4764a30,90bfea09b4047ebed7ba2fc65976192e454b39cf9b0a136d00e985de8ffcdc1b,6400,165,Markdown,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/narratives/glossary.md,100644,b851e2b7a7c2b946a31f023454a00538cde87d74,5bcca02275d144522d70e7e9eac7ea07edc2c039ce5b9cdd52551e6cebce6188,1238,13,Markdown,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication,true
nexvox/engineering/policy/corpus-policy.yaml,100644,32a16940ec4effbec775754cd6d658d08f720543,3ab264f624164a0c254254d0e32134f3d60db1934a3eabfe4d06dda19a8ea6e1,2691,86,YAML,nexvox_policy,REPOSITORY_SOURCE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
nexvox/engineering/schemas/records.schema.yaml,100644,f2e3f3d5f57810c2f625f1c8aec31b53d8dc4f52,82b03f8193a460af64e2ccf0b8c46c5ee5ce116f9ebaf4c2d3d0c223f3ad8839,1427,72,YAML,nexvox_schema,REPOSITORY_SOURCE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
package-lock.json,100644,6dae9c44b06d75286747d7112d5204ea9eb1e0ee,25903337a379dbf2c2eb51fbf4849b866bb3c82fab0d7276a40110e3eba76e09,234129,6729,JSON,repository_foundation,REPOSITORY_SOURCE,REFERENCE_ONLY,canonical/reference/generated artifact retained for provenance but excluded from training text,false
package.json,100644,aba1048b90449c4b87627a3766994339974da109,7c6551a302e05d740bc1c2cc6b26d828ada9c4448f3fccc3503644a81518043f,1208,31,JSON,repository_foundation,REPOSITORY_SOURCE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
packages/contracts/README.md,100644,1a6957d603b67a76a205e79c326d6bed835657a0,8c52fe972fddf6b5064ace128018c95db316456a86a414c6030bb97c63aecd1b,1103,30,Markdown,contracts,REPOSITORY_SOURCE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
packages/contracts/openapi/cinewatch-v1.openapi.json,100644,ae4952d2ee08cf3c544e1f029c1ff7e7c6bc98d4,0643aee80006e7df984e370a0849740b714ef7cfe7d1c003522e053384d17915,3232,140,JSON,contracts,REPOSITORY_SOURCE,REFERENCE_ONLY,canonical/reference/generated artifact retained for provenance but excluded from training text,false
packages/contracts/package.json,100644,b1a7008d32970eea933073267da78c0969daeb1c,c96a9bcc3cd6dd590d03c3a295a0e3f62904c9857d14e5b94ed4a492d68e6256,595,24,JSON,contracts,REPOSITORY_SOURCE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
packages/contracts/src/generated/openapi.d.ts,100644,43cb002ca7938681d81f42fb90c8dad4cab30b04,62f2f279a6b6a8a7ad3e91859cf229938cf8739806cdfe8be9138bb27131698e,4140,166,TypeScript,contracts,SOURCE_CODE,REFERENCE_ONLY,canonical/reference/generated artifact retained for provenance but excluded from training text,false
packages/contracts/src/index.d.ts,100644,8ba2e265a3befc52cc838a13b52b6a7f3002ac22,2878279d83ad38654020d7d26bc6bf199c711fd663f81dc501b7fe38b84df2f0,271,6,TypeScript,contracts,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/README.md,100644,eeb605cc9b97ede304546173b97c72bf16897d3b,9f4802aae2221def54d0b0cdb53952249dfdd76327b1d623717083d561301174,2331,41,Markdown,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/bootstrap_engineering_chronicle.py,100644,792c0b5efa710c9ed27aad185a14728571b6bdc8,4a2841edf5115642cd383b5b5dc20be8281387bee7ed0c0f1a79f14b333f90e7,14345,344,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/build_nexvox_engineering_corpus.py,100755,8e9427ad0f04149c293ea2d6090f8f055b85613a,43d9092a82639377877be9e9caa042facae6fbbd5ea0ac53c53b00343a00cb07,52062,896,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/build_nexvox_engineering_pdf.py,100755,d25a338b838eaf58b60715f8c95f783b633aff6c,dd45561f21f643678295f64cb59898b3c9cf40d2a2ea20ee400087de29368d5d,5577,120,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/build_progress_dashboard.py,100644,1f6b4c6302e905b08be560af1e6603543b9c0908,18e5b20f69ecd311e97d212df7b09774b009544f610bea8ac44853e78c90e81f,15619,363,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_a3_master_geometry_parameterization.py,100755,1483dc26ddf288b11ac8c3c697683e07e74c9dc2,f63edcc48ce6ea5d908b5aa942179db6a566ac58e451f70c079591c642a84358,10389,264,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_backend_runtime.sh,100755,1f79f93ffe087443562796a6fd9745ffd314fc40,37726a6e511596a112e93a64054720d344931877ae09cd77181d9152b59e21e7,2787,102,Shell,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_backend_skeleton.py,100755,614a4d72bdc495caef275da25738016fda62ed3c,b335eea315dd734ca99e73429f0c571089388ba834ef79562a47df882e29d55c,2823,81,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_brand_streaming_signature_selection.py,100755,239a3391eb16377c24bd6015e52b8cafcc820963,32b8d244958ec240317a754393125408808cd20ccd7ca8365abeb3ccc9b90817,6068,147,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_ci_security_quality.py,100755,0a7509e9dfe1e36d394607a0b5db89c0a4d075d8,aea0525a6e8c8e6d67bc6e9ba74f1c4829304047ddcac9e41197cb63a8a137cd,10995,293,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_ci_security_quality_runtime.sh,100755,3b988a2285dadee73e09e23ff2475460ab65d6ff,3bdf3be1a4463d9dd1326827e343ad98c86065067787113b33d36224d7a1e9a2,1524,53,Shell,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_contract_foundation.py,100755,f02d3394b46768b3c5cdbcd090bc1a64d7f98c95,5d7556232fe2017545ce108e83644481386edc5a809fb8f95d971460220df527,6417,145,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_contract_runtime.sh,100755,9758bdb214b6974dbb413fb84a0570d8c6a28df8,e277ec27d2aba357ca37ee4201b02664a200c1ce5b9ddf53c5dcdaf1c84470d6,2084,74,Shell,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_database_foundation.py,100755,f58a0475bc7ec0876869fe480e5d31fd440da496,1d473c59bede9e0f35e0439655ffa06cc699d7590371a360d7ac45da3480840e,4650,105,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_database_migrations.sh,100755,bd11f2f87058be5b0b8d8fd206c1324146e31262,8f1542f445565e3e296dd485492681a386c3ae1b6904b7aa5d9e1c051daebb3d,2295,63,Shell,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_engineering_chronicle.py,100755,641a0e2d7341ff4f21caee30d11f0472152f1017,3b82f292d78fb583df476288faab1f0572f4df2846eeb120b87e4364575e1b02,10591,250,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_frontend_runtime.sh,100755,e08d18d254b7b31a574d2a0f4d574b65a9728ea4,abf5e9a63c33a123eb8bb144b04bb36bdfc8d7aeff379141acc55811844cac0f,2238,75,Shell,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_frontend_skeleton.py,100755,32b5393491dcf36c7b326334cc827b6eb01b6549,991c316760e72a054b94fb206c9dc71e8403b428a9436a044febbce36a888a5c,7065,180,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_nexvox_engineering_corpus.py,100755,34ccf7ed2329a36dcd4dc8b767576f0d91cce29a,33af038c69576423eaa640f256d2014e7aa51dfaf4adf8ee6cdd56c1d3243c66,9351,236,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_production_brand_assets.py,100755,231363a6fbe766bf19eb8b7f60a8cd4327fd91e4,46d792ec7339e7d49363dec7219d9d6219671b91c1767ce80bf5d9bc5318b609,8687,213,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_progress_dashboard_runtime.sh,100644,bd3ddbea61ad80072d9264fa7f1ce9187ae51959,b1be5d78f550676ccefda933b7c834f8c7f2e818c28f5e2915507a2cd432480e,2849,94,Shell,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_repository_tree.py,100755,d5d3efa767245c730ad0d1c91ae056e58508eb6b,129b67db79981adfa2aef6d4aa9e1c80ede4e0abc0562fe93f0f68457461108c,4613,127,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_runtime.sh,100755,baf0be3b437ceef601fc5bb8c395ee7cc960539d,aff0769a5332825e470a3f0e6dab55bd8a22ad16d926f1193075051547aa7967,1454,47,Shell,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_termux_linux_runtime.sh,100755,30e928bab4139820614d5ca598c6486ee214bb4c,2c28a5250c2d1e6fed11f25dc5cb0c91c40f6971ca564d63c0c1bf39e2d057c5,2499,70,Shell,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/check_termux_linux_workflow.py,100755,a32130e125469178b91f58df1a285ec5e5fb99d6,596f9413e5f2ec8594dc60f89ef4b24c467f72c312e71565618b3b81ab7e6505,8932,207,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/chronicle_core.py,100644,b7ebce26f7ab1d10c81eb93f0e2cf3f8f03a2e91,f6727031a45d9f30d5ebc24bd652f2702c2afb0d980e2d3e8fa7e5bc4c73b4a8,9682,256,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/export_openapi_contract.py,100755,75e1b3511be5b4610a944a2523c0f05da89f24d2,5e54d975cbfaf9373fde9d715de6dfd775366e34b39612b35dfa636adb1d06ae,1850,57,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/record_engineering_activity.py,100644,d1324ab2eb372c171323af98ac4c3a376522bcf0,99269aee52ce88220a22bdf415b252409bc4aac94f8fbbff0280c2249b342107,3656,95,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/run_and_record.py,100755,fa3400af7d8c9e94ca68fbb067a6845fbe511d8f,1985dd545141e6b90a05ebf4d4419dd4b827a44ae1f73c88f51f7200b5e52ef1,4225,114,Python,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/termux/config/aws.env.example,100644,6130054c2e1e4377b989d91d6e2b8d986120bd92,b9ab122a6e9d3011dd30eeba0cddc4168a2fc9237c0de083601be4fb97c6c476,348,9,EXAMPLE,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/termux/config/postgres.env.example,100644,fadbbca9714820670f404a5e04e3d05c6a155a2f,7389e0b21e53fd5a9c7a2cb3dd308954c33e2e7538e81d7f05ae2aa9b3647496,379,12,EXAMPLE,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/termux/cwtv-enter-linux,100755,c876feed2cca520e1e28009e8026fed09018782b,bf25cfa1ee567f189b6ef17c41047dbe70f3d55059e8ca54b0228060cee52c99,635,33,Config,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/termux/cwtv-linux-bootstrap,100755,ac538c747b86572e642506aac6986cd3f9a5d96e,4e9a00ecb3d8cba400d2a83a4a80a5c99770e1f6855d2291d8e5773dd6203d04,1793,80,Config,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/termux/cwtv-session,100755,969828b6fc2df4501b49218cfc2d8c19af302cb9,0d2ff3c6eb11b5746d544e1500212ef02a0db2c578a6330fc281310c394dc093,5639,169,Config,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/termux/cwtv-session-status,100755,5524d754ec0f039a48340f3625bd186e5ae26ad9,3b1b34167d2905e7222e5c2a67c9a45826e7b002094a33cf1c79fe09e1092368,5646,194,Config,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/termux/cwtv-window-bootstrap,100755,a453fb5dcd66d567fa6bf669e39b80c3cfe7e8ec,7886882fffe27d648eafc0da20e1b5ff14188245e8810618adfdd0df5f72333e,2977,127,Config,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/termux/install_cwtv_commands.sh,100755,caecf9bea088e65feff2f338d91ad6da7b38e365,28798f313d8cf6953a28609f51782cb1795985be97d33050849b23d7487f7e90,852,33,Shell,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
scripts/update_api_contracts.sh,100755,60ec6844e7777d01b1bdb2986f9505c6853b130a,2aaceb9025b12fa9d4951b7ccc767f16bdc5f2a118a785ceb40d6d98352bd243,352,13,Shell,engineering_tooling,ENGINEERING_TOOL,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/README.md,100644,e253e5968d51bccb3394f6357359a860788a584d,30d95005b13ed3728071dfb0dd65f3b8bcab1790999035d62ca38e25cc16a800,2110,54,Markdown,backend,REPOSITORY_SOURCE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/alembic.ini,100644,4e6d493a135a3044c54e21ba3fa3ae5ada9f3abc,a9e7fcb92349dc53a3a657f7aada4bc0e6a282384a74244f718b4d66108596c2,658,40,INI,backend,REPOSITORY_SOURCE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/__init__.py,100644,0c7ddbaa52c00f6b824bfdf99c64a43210112ce3,3aedb397c3e72fc9ab891a3b3dceeec45d6458f7670080572ecd76862b672fc8,94,5,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
services/api/cinewatch_api/api/__init__.py,100644,8f791b4e68a90fbdf9b57161355564517c0da5aa,5989bb3989db2e75ebc42fe0e00ed8a2a7eb14e88f6ca5ddfedca0904ed00be5,28,1,Python,backend,SOURCE_CODE,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation",false
